state,name,fips,age_over_18,age_over_18_moe,age_over_65,age_over_65_moe,age_over_85,age_over_85_moe,age_under_5,age_under_5_moe,asian,asian_moe,avg_family_size,avg_family_size_moe,bachelors,bachelors_moe,black,black_moe,hispanic,hispanic_moe,household_has_broadband,household_has_broadband_moe,household_has_computer,household_has_computer_moe,household_has_smartphone,household_has_smartphone_moe,households,households_moe,households_speak_asian_or_pac_isl,households_speak_asian_or_pac_isl_moe,households_speak_limited_english,households_speak_limited_english_moe,households_speak_other,households_speak_other_moe,households_speak_other_indo_euro_lang,households_speak_other_indo_euro_lang_moe,households_speak_spanish,households_speak_spanish_moe,housing_mobile_homes,housing_mobile_homes_moe,housing_one_unit_structures,housing_one_unit_structures_moe,housing_two_unit_structures,housing_two_unit_structures_moe,hs_grad,hs_grad_moe,mean_household_income,mean_household_income_moe,mean_work_travel,mean_work_travel_moe,median_age,median_age_moe,median_household_income,median_household_income_moe,median_individual_income,median_individual_income_moe,median_individual_income_age_25plus,median_individual_income_age_25plus_moe,native,native_moe,other_single_race,other_single_race_moe,pac_isl,pac_isl_moe,per_capita_income,per_capita_income_moe,persons_per_household,persons_per_household_moe,pop,pop_moe,poverty,poverty_moe,poverty_65_and_over,poverty_65_and_over_moe,poverty_under_18,poverty_under_18_moe,two_plus_races,two_plus_races_moe,unemployment_rate,unemployment_rate_moe,uninsured,uninsured_moe,uninsured_65_and_older,uninsured_65_and_older_moe,uninsured_under_19,uninsured_under_19_moe,uninsured_under_6,uninsured_under_6_moe,veterans,veterans_moe,white,white_moe,white_not_hispanic,white_not_hispanic_moe,long,lat,group,order,region,subregion
Kentucky,Martin County,21159,80.1,NA,15.7,NA,1.6,0.6,4.8,NA,0.1,0.2,3.07,0.23,11.7,3.6,5.5,2.2,2,0.7,72.7,4.9,58.1,5.9,62.3,5.5,4153,340,0,0.7,0,0.7,0,0.7,0.4,0.7,1.3,1.3,29.5,5.3,35.2,6,70.5,5.3,74.4,4.2,49051,4736,NA,NA,39.5,0.6,41013,3764,22992,2149,31423,4381,0.2,0.3,0.4,0.4,0.1,0.2,18017,1990,2.5,0.14,11648,NA,NA,NA,NA,NA,NA,NA,0.7,0.6,8.2,3.6,6.2,2.8,0.9,1,10,6.6,0,4,3.8,1.2,93,2.9,92.3,2.8,-82.528839111328125,37.95845413208008,1038,30577,kentucky,martin
Kentucky,Martin County,21159,80.1,NA,15.7,NA,1.6,0.6,4.8,NA,0.1,0.2,3.07,0.23,11.7,3.6,5.5,2.2,2,0.7,72.7,4.9,58.1,5.9,62.3,5.5,4153,340,0,0.7,0,0.7,0,0.7,0.4,0.7,1.3,1.3,29.5,5.3,35.2,6,70.5,5.3,74.4,4.2,49051,4736,NA,NA,39.5,0.6,41013,3764,22992,2149,31423,4381,0.2,0.3,0.4,0.4,0.1,0.2,18017,1990,2.5,0.14,11648,NA,NA,NA,NA,NA,NA,NA,0.7,0.6,8.2,3.6,6.2,2.8,0.9,1,10,6.6,0,4,3.8,1.2,93,2.9,92.3,2.8,-82.51165008544922,37.94699478149414,1038,30578,kentucky,martin
Kentucky,Martin County,21159,80.1,NA,15.7,NA,1.6,0.6,4.8,NA,0.1,0.2,3.07,0.23,11.7,3.6,5.5,2.2,2,0.7,72.7,4.9,58.1,5.9,62.3,5.5,4153,340,0,0.7,0,0.7,0,0.7,0.4,0.7,1.3,1.3,29.5,5.3,35.2,6,70.5,5.3,74.4,4.2,49051,4736,NA,NA,39.5,0.6,41013,3764,22992,2149,31423,4381,0.2,0.3,0.4,0.4,0.1,0.2,18017,1990,2.5,0.14,11648,NA,NA,NA,NA,NA,NA,NA,0.7,0.6,8.2,3.6,6.2,2.8,0.9,1,10,6.6,0,4,3.8,1.2,93,2.9,92.3,2.8,-82.483001708984375,37.9355354309082,1038,30579,kentucky,martin
Illinois,Knox County,17095,80.2,0.1,20.8,0.1,2.8,0.3,5.5,0.1,1.1,0.1,2.9,0.05,18.9,1.4,8.9,0.4,5.8,NA,73,1.9,65.1,2,67.2,2,20680,375,0.6,0.2,0.9,0.6,0.4,0.3,1.9,0.7,2.9,0.6,33.3,1.9,3.6,0.7,66.7,1.9,89.1,1,58636,1862,NA,NA,42.1,0.4,44129,2263,25366,743,32979,1795,0.5,0.5,2.2,0.7,0,0.1,24545,904,2.23,0.04,50508,NA,18.2,1.8,9.4,1.7,25.2,4,1.8,0.4,4.9,0.9,5,0.7,0.3,0.3,1.8,1.3,1.1,0.8,8.1,0.6,85.6,0.6,82.9,0.1,-90.44139099121094,41.144100189208984,608,22663,illinois,knox
Illinois,Knox County,17095,80.2,0.1,20.8,0.1,2.8,0.3,5.5,0.1,1.1,0.1,2.9,0.05,18.9,1.4,8.9,0.4,5.8,NA,73,1.9,65.1,2,67.2,2,20680,375,0.6,0.2,0.9,0.6,0.4,0.3,1.9,0.7,2.9,0.6,33.3,1.9,3.6,0.7,66.7,1.9,89.1,1,58636,1862,NA,NA,42.1,0.4,44129,2263,25366,743,32979,1795,0.5,0.5,2.2,0.7,0,0.1,24545,904,2.23,0.04,50508,NA,18.2,1.8,9.4,1.7,25.2,4,1.8,0.4,4.9,0.9,5,0.7,0.3,0.3,1.8,1.3,1.1,0.8,8.1,0.6,85.6,0.6,82.9,0.1,-89.98875427246094,41.144100189208984,608,22664,illinois,knox
Illinois,Knox County,17095,80.2,0.1,20.8,0.1,2.8,0.3,5.5,0.1,1.1,0.1,2.9,0.05,18.9,1.4,8.9,0.4,5.8,NA,73,1.9,65.1,2,67.2,2,20680,375,0.6,0.2,0.9,0.6,0.4,0.3,1.9,0.7,2.9,0.6,33.3,1.9,3.6,0.7,66.7,1.9,89.1,1,58636,1862,NA,NA,42.1,0.4,44129,2263,25366,743,32979,1795,0.5,0.5,2.2,0.7,0,0.1,24545,904,2.23,0.04,50508,NA,18.2,1.8,9.4,1.7,25.2,4,1.8,0.4,4.9,0.9,5,0.7,0.3,0.3,1.8,1.3,1.1,0.8,8.1,0.6,85.6,0.6,82.9,0.1,-89.98875427246094,40.97220993041992,608,22665,illinois,knox
Illinois,Knox County,17095,80.2,0.1,20.8,0.1,2.8,0.3,5.5,0.1,1.1,0.1,2.9,0.05,18.9,1.4,8.9,0.4,5.8,NA,73,1.9,65.1,2,67.2,2,20680,375,0.6,0.2,0.9,0.6,0.4,0.3,1.9,0.7,2.9,0.6,33.3,1.9,3.6,0.7,66.7,1.9,89.1,1,58636,1862,NA,NA,42.1,0.4,44129,2263,25366,743,32979,1795,0.5,0.5,2.2,0.7,0,0.1,24545,904,2.23,0.04,50508,NA,18.2,1.8,9.4,1.7,25.2,4,1.8,0.4,4.9,0.9,5,0.7,0.3,0.3,1.8,1.3,1.1,0.8,8.1,0.6,85.6,0.6,82.9,0.1,-89.98875427246094,40.71438217163086,608,22666,illinois,knox
Illinois,Knox County,17095,80.2,0.1,20.8,0.1,2.8,0.3,5.5,0.1,1.1,0.1,2.9,0.05,18.9,1.4,8.9,0.4,5.8,NA,73,1.9,65.1,2,67.2,2,20680,375,0.6,0.2,0.9,0.6,0.4,0.3,1.9,0.7,2.9,0.6,33.3,1.9,3.6,0.7,66.7,1.9,89.1,1,58636,1862,NA,NA,42.1,0.4,44129,2263,25366,743,32979,1795,0.5,0.5,2.2,0.7,0,0.1,24545,904,2.23,0.04,50508,NA,18.2,1.8,9.4,1.7,25.2,4,1.8,0.4,4.9,0.9,5,0.7,0.3,0.3,1.8,1.3,1.1,0.8,8.1,0.6,85.6,0.6,82.9,0.1,-90.4471206665039,40.71438217163086,608,22667,illinois,knox
Illinois,Knox County,17095,80.2,0.1,20.8,0.1,2.8,0.3,5.5,0.1,1.1,0.1,2.9,0.05,18.9,1.4,8.9,0.4,5.8,NA,73,1.9,65.1,2,67.2,2,20680,375,0.6,0.2,0.9,0.6,0.4,0.3,1.9,0.7,2.9,0.6,33.3,1.9,3.6,0.7,66.7,1.9,89.1,1,58636,1862,NA,NA,42.1,0.4,44129,2263,25366,743,32979,1795,0.5,0.5,2.2,0.7,0,0.1,24545,904,2.23,0.04,50508,NA,18.2,1.8,9.4,1.7,25.2,4,1.8,0.4,4.9,0.9,5,0.7,0.3,0.3,1.8,1.3,1.1,0.8,8.1,0.6,85.6,0.6,82.9,0.1,-90.44139099121094,41.06388473510742,608,22668,illinois,knox
Illinois,Knox County,17095,80.2,0.1,20.8,0.1,2.8,0.3,5.5,0.1,1.1,0.1,2.9,0.05,18.9,1.4,8.9,0.4,5.8,NA,73,1.9,65.1,2,67.2,2,20680,375,0.6,0.2,0.9,0.6,0.4,0.3,1.9,0.7,2.9,0.6,33.3,1.9,3.6,0.7,66.7,1.9,89.1,1,58636,1862,NA,NA,42.1,0.4,44129,2263,25366,743,32979,1795,0.5,0.5,2.2,0.7,0,0.1,24545,904,2.23,0.04,50508,NA,18.2,1.8,9.4,1.7,25.2,4,1.8,0.4,4.9,0.9,5,0.7,0.3,0.3,1.8,1.3,1.1,0.8,8.1,0.6,85.6,0.6,82.9,0.1,-90.44139099121094,41.144100189208984,608,22669,illinois,knox
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.051025390625,32.21168899536133,2675,77859,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.05675506591797,32.01688003540039,2675,77860,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.01091766357422,31.988235473632812,2675,77861,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.52657318115234,31.993961334228516,2675,77862,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.61824798583984,31.999692916870117,2675,77863,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.61824798583984,32.09709548950195,2675,77864,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.612518310546875,32.18303680419922,2675,77865,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.58386993408203,32.251792907714844,2675,77866,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.55522918701172,32.297630310058594,2675,77867,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.5208511352539,32.377845764160156,2675,77868,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.503662109375,32.41795349121094,2675,77869,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.47501373291016,32.406490325927734,2675,77870,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.44635772705078,32.39503479003906,2675,77871,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.40625,32.40076446533203,2675,77872,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.34896087646484,32.36638641357422,2675,77873,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.17134094238281,32.40076446533203,2675,77874,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.051025390625,32.406490325927734,2675,77875,texas,panola
Texas,Panola County,48365,76.4,NA,18.7,0.2,2.2,0.6,6,NA,0.2,0.3,3.13,0.17,16.1,2.4,17.3,0.5,8.7,NA,73.3,3.4,62,3.8,72.6,3,8637,335,0,0.5,1,0.6,0,0.5,0.9,0.9,5.5,1.2,23.3,3.1,30,2.9,76.7,3.1,82.9,2.1,68305,4580,NA,NA,39.2,0.9,52982,3841,26162,1330,36170,4598,0.2,0.2,0.7,0.5,0,0.2,26577,1695,2.65,0.1,23327,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,5.1,2.4,17.1,2.4,0,1,15.4,4.7,9.7,5,8.3,1.3,81,0.6,73.2,0.2,-94.051025390625,32.21168899536133,2675,77876,texas,panola
New York,Steuben County,36101,78.3,NA,18.9,0.1,2.2,0.2,5.5,0.1,1.5,0.1,2.93,0.04,23.6,0.8,1.7,0.2,1.6,NA,78.2,1.1,74.4,1.1,68.5,1.2,39861,451,1.3,0.3,0.8,0.2,0.3,0.2,2.9,0.4,1.3,0.3,27.3,1.2,13.5,0.8,72.7,1.2,90.5,0.6,71516,2016,NA,NA,42.9,0.3,53663,1101,28431,657,36838,886,0.1,0.1,0.5,0.2,0,0.1,29886,805,2.37,0.03,96422,NA,13.7,1,7.6,0.9,19.7,2.6,1.5,0.2,6.1,0.6,5.5,0.5,0.2,0.1,5.4,1.1,7.9,2.5,10.6,0.5,94.7,0.2,93.6,0.1,-76.97115325927734,41.997806549072266,1845,54435,new york,steuben
New York,Steuben County,36101,78.3,NA,18.9,0.1,2.2,0.2,5.5,0.1,1.5,0.1,2.93,0.04,23.6,0.8,1.7,0.2,1.6,NA,78.2,1.1,74.4,1.1,68.5,1.2,39861,451,1.3,0.3,0.8,0.2,0.3,0.2,2.9,0.4,1.3,0.3,27.3,1.2,13.5,0.8,72.7,1.2,90.5,0.6,71516,2016,NA,NA,42.9,0.3,53663,1101,28431,657,36838,886,0.1,0.1,0.5,0.2,0,0.1,29886,805,2.37,0.03,96422,NA,13.7,1,7.6,0.9,19.7,2.6,1.5,0.2,6.1,0.6,5.5,0.5,0.2,0.1,5.4,1.1,7.9,2.5,10.6,0.5,94.7,0.2,93.6,0.1,-77.61286163330078,42.003536224365234,1845,54436,new york,steuben
New York,Steuben County,36101,78.3,NA,18.9,0.1,2.2,0.2,5.5,0.1,1.5,0.1,2.93,0.04,23.6,0.8,1.7,0.2,1.6,NA,78.2,1.1,74.4,1.1,68.5,1.2,39861,451,1.3,0.3,0.8,0.2,0.3,0.2,2.9,0.4,1.3,0.3,27.3,1.2,13.5,0.8,72.7,1.2,90.5,0.6,71516,2016,NA,NA,42.9,0.3,53663,1101,28431,657,36838,886,0.1,0.1,0.5,0.2,0,0.1,29886,805,2.37,0.03,96422,NA,13.7,1,7.6,0.9,19.7,2.6,1.5,0.2,6.1,0.6,5.5,0.5,0.2,0.1,5.4,1.1,7.9,2.5,10.6,0.5,94.7,0.2,93.6,0.1,-77.76183319091797,42.003536224365234,1845,54437,new york,steuben
New York,Steuben County,36101,78.3,NA,18.9,0.1,2.2,0.2,5.5,0.1,1.5,0.1,2.93,0.04,23.6,0.8,1.7,0.2,1.6,NA,78.2,1.1,74.4,1.1,68.5,1.2,39861,451,1.3,0.3,0.8,0.2,0.3,0.2,2.9,0.4,1.3,0.3,27.3,1.2,13.5,0.8,72.7,1.2,90.5,0.6,71516,2016,NA,NA,42.9,0.3,53663,1101,28431,657,36838,886,0.1,0.1,0.5,0.2,0,0.1,29886,805,2.37,0.03,96422,NA,13.7,1,7.6,0.9,19.7,2.6,1.5,0.2,6.1,0.6,5.5,0.5,0.2,0.1,5.4,1.1,7.9,2.5,10.6,0.5,94.7,0.2,93.6,0.1,-77.7389144897461,42.41606521606445,1845,54438,new york,steuben
New York,Steuben County,36101,78.3,NA,18.9,0.1,2.2,0.2,5.5,0.1,1.5,0.1,2.93,0.04,23.6,0.8,1.7,0.2,1.6,NA,78.2,1.1,74.4,1.1,68.5,1.2,39861,451,1.3,0.3,0.8,0.2,0.3,0.2,2.9,0.4,1.3,0.3,27.3,1.2,13.5,0.8,72.7,1.2,90.5,0.6,71516,2016,NA,NA,42.9,0.3,53663,1101,28431,657,36838,886,0.1,0.1,0.5,0.2,0,0.1,29886,805,2.37,0.03,96422,NA,13.7,1,7.6,0.9,19.7,2.6,1.5,0.2,6.1,0.6,5.5,0.5,0.2,0.1,5.4,1.1,7.9,2.5,10.6,0.5,94.7,0.2,93.6,0.1,-77.7331771850586,42.41606521606445,1845,54439,new york,steuben
New York,Steuben County,36101,78.3,NA,18.9,0.1,2.2,0.2,5.5,0.1,1.5,0.1,2.93,0.04,23.6,0.8,1.7,0.2,1.6,NA,78.2,1.1,74.4,1.1,68.5,1.2,39861,451,1.3,0.3,0.8,0.2,0.3,0.2,2.9,0.4,1.3,0.3,27.3,1.2,13.5,0.8,72.7,1.2,90.5,0.6,71516,2016,NA,NA,42.9,0.3,53663,1101,28431,657,36838,886,0.1,0.1,0.5,0.2,0,0.1,29886,805,2.37,0.03,96422,NA,13.7,1,7.6,0.9,19.7,2.6,1.5,0.2,6.1,0.6,5.5,0.5,0.2,0.1,5.4,1.1,7.9,2.5,10.6,0.5,94.7,0.2,93.6,0.1,-77.7331771850586,42.467628479003906,1845,54440,new york,steuben
New York,Steuben County,36101,78.3,NA,18.9,0.1,2.2,0.2,5.5,0.1,1.5,0.1,2.93,0.04,23.6,0.8,1.7,0.2,1.6,NA,78.2,1.1,74.4,1.1,68.5,1.2,39861,451,1.3,0.3,0.8,0.2,0.3,0.2,2.9,0.4,1.3,0.3,27.3,1.2,13.5,0.8,72.7,1.2,90.5,0.6,71516,2016,NA,NA,42.9,0.3,53663,1101,28431,657,36838,886,0.1,0.1,0.5,0.2,0,0.1,29886,805,2.37,0.03,96422,NA,13.7,1,7.6,0.9,19.7,2.6,1.5,0.2,6.1,0.6,5.5,0.5,0.2,0.1,5.4,1.1,7.9,2.5,10.6,0.5,94.7,0.2,93.6,0.1,-77.72745513916016,42.53065490722656,1845,54441,new york,steuben
